"Location Type","Gross Salary","Unit Salary","Converted Salary","Segment","Role Type","Location","Education","Year of Experience","Certificate","Year","Start Date","End Date","Index","Adjusted Salary","Engineering","Production","Operational Support","Facilities","Non-Engineering","Drilling","Individual","Management","Sumatra","Jakarta","D3","D4","S1","S2","S3","SMA"
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S2",20,1,45133,45133,45904,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S3",15,1,45133,45133,45505,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S1",25,1,45133,45133,45505,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S2",20,1,45133,45133,44721,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S3",15,1,45133,45133,45506,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S1",25,1,45133,45133,45506,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S2",20,1,45133,45133,45505,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S3",15,1,45133,45133,45505,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S1",25,1,45133,45133,45904,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S2",20,1,45133,45133,45904,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp31.339.132","Monthly","Rp31.339.132","Non-Engineering","Individual","Sumatra, Jakarta","S3",15,1,45133,45133,45904,2156970969,30901070.33,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0
"Non-Remote","Rp31.339.132","Monthly","Rp31.339.132","Non-Engineering","Individual","Sumatra, Jakarta","D3",5,0,45133,45133,45506,2156970969,30901070.33,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp56.953.562","Monthly","Rp56.953.562","Facilities Engineering and Construction","Management","Sumatra","S1",6,1,43991,43991,45765,1871159638,64735261.81,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp56.953.562","Monthly","Rp56.953.562","Facilities Engineering and Construction","Management","Sumatra","D3",8,0,43991,43991,45765,1871159638,64735261.81,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp56.953.562","Monthly","Rp56.953.562","Facilities Engineering and Construction","Management","Sumatra","SMA",12,0,43991,43991,45765,1871159638,64735261.81,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp45.619.620","Monthly","Rp45.619.620","Facilities Engineering and Construction","Management","Sumatra","S1",5,0,43991,43991,45765,1871159638,51852736.52,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp45.619.620","Monthly","Rp45.619.620","Facilities Engineering and Construction","Management","Sumatra","D3",8,0,43991,43991,45765,1871159638,51852736.52,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp45.619.620","Monthly","Rp45.619.620","Facilities Engineering and Construction","Management","Sumatra","SMA",12,0,43991,43991,45765,1871159638,51852736.52,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp43.746.776","Monthly","Rp43.746.776","Facilities Engineering and Construction","Management","Sumatra","S1",5,0,43991,43991,45765,1871159638,49724001.42,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp43.746.776","Monthly","Rp43.746.776","Facilities Engineering and Construction","Management","Sumatra","D3",8,0,43991,43991,45765,1871159638,49724001.42,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp43.746.776","Monthly","Rp43.746.776","Facilities Engineering and Construction","Management","Sumatra","SMA",12,0,43991,43991,45765,1871159638,49724001.42,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp43.741.776","Monthly","Rp43.741.776","Facilities Engineering and Construction","Management","Sumatra","S1",5,0,43991,43991,45765,1871159638,49718318.26,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp43.741.776","Monthly","Rp43.741.776","Facilities Engineering and Construction","Management","Sumatra","D3",8,0,43991,43991,45765,1871159638,49718318.26,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp43.741.776","Monthly","Rp43.741.776","Facilities Engineering and Construction","Management","Sumatra","SMA",12,0,43991,43991,45765,1871159638,49718318.26,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp44.034.936","Monthly","Rp44.034.936","Engineering","Management","Sumatra","S1",5,1,43991,43991,45765,1871159638,50051533.4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp44.034.936","Monthly","Rp44.034.936","Engineering","Management","Sumatra","D3",8,1,43991,43991,45765,1871159638,50051533.4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp44.034.936","Monthly","Rp44.034.936","Engineering","Management","Sumatra","SMA",12,1,43991,43991,45765,1871159638,50051533.4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp44.025.912","Monthly","Rp44.025.912","Facilities Engineering and Construction","Management","Sumatra","S1",5,1,43991,43991,45765,1871159638,50041276.43,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp44.025.912","Monthly","Rp44.025.912","Facilities Engineering and Construction","Management","Sumatra","D3",8,0,43991,43991,45765,1871159638,50041276.43,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp44.025.912","Monthly","Rp44.025.912","Facilities Engineering and Construction","Management","Sumatra","SMA",12,0,43991,43991,45765,1871159638,50041276.43,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp22.975.950","Monthly","Rp22.975.950","Facilities Engineering and Construction","Management","Sumatra","S1",4,0,43991,43991,45765,1871159638,26115208.36,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp22.975.950","Monthly","Rp22.975.950","Facilities Engineering and Construction","Management","Sumatra","D3",6,0,43991,43991,45765,1871159638,26115208.36,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp22.975.950","Monthly","Rp22.975.950","Facilities Engineering and Construction","Management","Sumatra","SMA",10,0,43991,43991,45765,1871159638,26115208.36,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp27.407.617","Monthly","Rp27.407.617","Facilities Engineering and Construction","Management","Sumatra","S1",4,0,43991,43991,45765,1871159638,31152384.5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.407.617","Monthly","Rp27.407.617","Facilities Engineering and Construction","Management","Sumatra","D3",6,0,43991,43991,45765,1871159638,31152384.5,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp27.407.617","Monthly","Rp27.407.617","Facilities Engineering and Construction","Management","Sumatra","SMA",10,0,43991,43991,45765,1871159638,31152384.5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp27.407.617","Monthly","Rp27.407.617","Facilities Engineering and Construction","Management","Sumatra","S1",4,0,43991,43991,45765,1871159638,31152384.5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.407.617","Monthly","Rp27.407.617","Facilities Engineering and Construction","Management","Sumatra","SMA",10,0,43991,43991,45765,1871159638,31152384.5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp27.407.617","Monthly","Rp27.407.617","Facilities Engineering and Construction","Management","Sumatra","D3",6,0,43991,43991,45765,1871159638,31152384.5,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp27.072.960","Monthly","Rp27.072.960","Facilities Engineering and Construction","Management","Sumatra","S1",7,0,43991,43991,45710,1871159638,30772002.52,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp27.072.960","Monthly","Rp27.072.960","Facilities Engineering and Construction","Management","Sumatra","D3",10,0,43991,43991,45710,1871159638,30772002.52,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp15.832.693","Monthly","Rp15.832.693","Facilities Engineering and Construction","Individual","Sumatra","D3",8,0,43991,43991,45710,1871159638,17995951.27,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp15.832.693","Monthly","Rp15.832.693","Facilities Engineering and Construction","Individual","Sumatra","SMA",10,0,43991,43991,45710,1871159638,17995951.27,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp14.344.299","Monthly","Rp14.344.299","Facilities Engineering and Construction","Management","Sumatra","D3",6,0,43991,43991,45710,1871159638,16304194.48,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp14.344.299","Monthly","Rp14.344.299","Facilities Engineering and Construction","Management","Sumatra","SMA",12,0,43991,43991,45710,1871159638,16304194.48,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp13.991.199","Monthly","Rp13.991.199","Engineering","Management","Sumatra","D3",8,1,43991,43991,45710,1871159638,15902849.59,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp13.991.199","Monthly","Rp13.991.199","Engineering","Management","Sumatra","D3",5,1,43991,43991,45710,1871159638,15902849.59,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp14.344.299","Monthly","Rp14.344.299","Facilities Engineering and Construction","Management","Sumatra","S1",3,2,43991,43991,45710,1871159638,16304194.48,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp14.344.299","Monthly","Rp14.344.299","Facilities Engineering and Construction","Management","Sumatra","SMA",12,2,43991,43991,45710,1871159638,16304194.48,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp12.840.269","Monthly","Rp12.840.269","Facilities Engineering and Construction","Management","Sumatra","D3",12,0,43991,43991,45710,1871159638,14594665.31,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp12.840.269","Monthly","Rp12.840.269","Facilities Engineering and Construction","Management","Sumatra","SMA",8,0,43991,43991,45710,1871159638,14594665.31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp12.587.603","Monthly","Rp12.587.603","Non-Engineering","Management","Sumatra","D3",8,0,43991,43991,45710,1871159638,14307476.95,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp12.587.603","Monthly","Rp12.587.603","Non-Engineering","Management","Sumatra","SMA",10,0,43991,43991,45710,1871159638,14307476.95,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp20.584.212","Monthly","Rp20.584.212","Engineering","Individual","Sumatra","SMA",7,0,43991,43991,45710,1871159638,23396681.54,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp20.584.212","Monthly","Rp20.584.212","Engineering","Individual","Sumatra","SMA",7,1,43991,43991,45710,1871159638,23396681.54,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp20.584.212","Monthly","Rp20.584.212","Engineering","Individual","Sumatra","SMA",7,1,43991,43991,45710,1871159638,23396681.54,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp17.884.212","Monthly","Rp17.884.212","Facilities Engineering and Construction","Individual","Sumatra","SMA",6,1,43991,43991,45710,1871159638,20327774.16,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp17.884.212","Monthly","Rp17.884.212","Facilities Engineering and Construction","Individual","Sumatra","SMA",6,1,43991,43991,45710,1871159638,20327774.16,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp18.384.212","Monthly","Rp18.384.212","Facilities Engineering and Construction","Individual","Sumatra","S1",2,1,43991,43991,45710,1871159638,20896090.34,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp18.384.212","Monthly","Rp18.384.212","Facilities Engineering and Construction","Individual","Sumatra","S1",2,0,43991,43991,45710,1871159638,20896090.34,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp14.344.299","Monthly","Rp14.344.299","Facilities Engineering and Construction","Individual","Sumatra","S1",5,0,43991,43991,45710,1871159638,16304194.48,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp14.344.299","Monthly","Rp14.344.299","Facilities Engineering and Construction","Individual","Sumatra","S1",5,0,43991,43991,45710,1871159638,16304194.48,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp13.668.957","Monthly","Rp13.668.957","Engineering","Individual","Jakarta","S1",5,0,44966,44966,45442,2017439977,14410054.17,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Non-Remote","Rp12.861.025","Monthly","Rp12.861.025","Non-Engineering","Individual","Jakarta","S1",5,0,44966,44966,45442,2017439977,13558318.09,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"Non-Remote","Rp12.053.093","Monthly","Rp12.053.093","Non-Engineering","Individual","Jakarta","S1",3,0,44966,44966,45442,2017439977,12706582.01,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"Non-Remote","Rp12.053.093","Monthly","Rp12.053.093","Non-Engineering","Individual","Jakarta","SMA",5,0,44966,44966,45458,2017439977,12706582.01,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"Non-Remote","Rp12.053.093","Monthly","Rp12.053.093","Non-Engineering","Individual","Jakarta","D3",3,0,44966,44966,45458,2017439977,12706582.01,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"Non-Remote","Rp12.891.619","Monthly","Rp12.891.619","Engineering","Individual","Sumatra","S1",5,0,44782,44782,45513,199956011,13712096.35,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp10.812.821","Monthly","Rp10.812.821","Facilities Engineering and Construction","Individual","Sumatra","S1",3,1,44782,44782,45513,199956011,11500994.82,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp10.812.821","Monthly","Rp10.812.821","Facilities Engineering and Construction","Individual","Sumatra","D3",3,0,44783,44783,45513,1999409713,11501859.94,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp10.186.772","Monthly","Rp10.186.772","Engineering","Individual","Sumatra","S1",3,0,44782,44782,45513,199956011,10835101.41,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp10.091.331","Monthly","Rp10.091.331","Non-Engineering","Individual","Sumatra","D3",3,1,44782,44782,45513,199956011,10733586.14,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp10.091.331","Monthly","Rp10.091.331","Engineering","Individual","Sumatra","S1",3,0,44782,44782,45513,199956011,10733586.14,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.575.285","Monthly","Rp9.575.285","Engineering","Individual","Sumatra","S1",3,0,44782,44782,45513,199956011,10184696.78,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp9.575.285","Monthly","Rp9.575.285","Engineering","Individual","Sumatra","D3",2,0,44782,44782,45513,199956011,10184696.78,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp8.476.033","Monthly","Rp8.476.033","Non-Engineering","Individual","Sumatra","S1",2,0,44782,44782,45513,199956011,9015483.72,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp8.476.033","Monthly","Rp8.476.033","Non-Engineering","Individual","Sumatra","SMA",5,0,44782,44782,45513,199956011,9015483.72,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp7.754.661","Monthly","Rp7.754.661","Non-Engineering","Individual","Sumatra","D3",3,0,44782,44782,45513,199956011,8248200.01,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp7.754.661","Monthly","Rp7.754.661","Non-Engineering","Individual","Sumatra","SMA",4,0,44782,44782,45513,199956011,8248200.01,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp17.000.000","Monthly","Rp17.000.000","Engineering","Individual","Sumatra, Jakarta","S1",1,0,44966,44966,45513,1947543192,18564902.9,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp17.000.000","Monthly","Rp17.000.000","Non-Engineering","Individual","Sumatra, Jakarta","S1",5,0,44966,44966,45513,1947543192,18564902.9,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp17.000.000","Monthly","Rp17.000.000","Non-Engineering","Individual","Sumatra, Jakarta","D3",5,0,44966,44966,45513,1947543192,18564902.9,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp17.000.000","Monthly","Rp17.000.000","Non-Engineering","Individual","Sumatra, Jakarta","D3",3,0,44966,44966,45513,1947543192,18564902.9,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp18.070.612","Monthly","Rp18.070.612","Operational Support","Individual","Sumatra, Jakarta","D3",3,0,44295,44295,45513,1866556033,20590300.65,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp17.083.962","Monthly","Rp17.083.962","Operational Support","Individual","Sumatra, Jakarta","SMA",3,0,44295,44295,45513,1866556033,19466076.41,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp13.677.982","Monthly","Rp13.677.982","Operational Support","Individual","Sumatra, Jakarta","SMA",1,0,44295,44295,45513,1866556033,15585181.16,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp4.913.111","Monthly","Rp4.913.111","Engineering","Individual","Sumatra","SMA",10,0,44782,44782,45513,2115154491,4940208.93,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp3.426.019","Monthly","Rp3.426.019","Non-Engineering","Individual","Sumatra","S1",5,4,44782,44782,45513,2115154491,3444915.37,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp767.569","Monthly","Rp767.569","Non-Engineering","Individual","Sumatra","S1",3,0,44782,44782,45513,2115154491,771802.84,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp285.585","Monthly","Rp285.585","Operational Support","Individual","Sumatra","S1",3,0,44782,44782,45513,2115154491,287160.43,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp285.585","Monthly","Rp285.585","Operational Support","Individual","Sumatra","D3",3,0,44782,44782,45513,2115154491,287160.43,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp262.327","Monthly","Rp262.327","Non-Engineering","Individual","Sumatra","S1",1,0,44782,44782,45513,2115154491,263773.71,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp396.270","Monthly","Rp396.270","Operational Support","Individual","Sumatra","S1",3,0,44782,44782,45513,2115154491,398455.97,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp12.063.492","Monthly","Rp12.063.492","Engineering","Individual","Sumatra, Jakarta","SMA",4,0,44757,44757,45623,1946038111,13184162.83,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp12.063.492","Monthly","Rp12.063.492","Engineering","Individual","Sumatra, Jakarta","D3",0,0,44757,44757,45754,1946038111,13184162.83,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp18.083.319","Monthly","Rp18.083.319","Engineering","Individual","Sumatra, Jakarta","SMA",7,0,44757,44757,45638,1946038111,19763218,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp18.083.319","Monthly","Rp18.083.319","Engineering","Individual","Sumatra, Jakarta","D3",3,0,44757,44757,45449,1946038111,19763218,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp20.125.000","Monthly","Rp20.125.000","Engineering","Individual","Sumatra, Jakarta","SMA",10,0,44757,44757,45449,1946038111,21994566.5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp20.125.000","Monthly","Rp20.125.000","Engineering","Individual","Sumatra, Jakarta","D3",5,0,44757,44757,45491,1946038111,21994566.5,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp16.119.691","Monthly","Rp16.119.691","Engineering","Individual","Sumatra, Jakarta","D3",6,0,44757,44757,45491,1946038111,17617173.45,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp16.119.691","Monthly","Rp16.119.691","Engineering","Individual","Sumatra, Jakarta","D4",0,0,44757,44757,45491,1946038111,17617173.45,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp16.119.691","Monthly","Rp16.119.691","Engineering","Individual","Sumatra, Jakarta","S1",0,0,44757,44757,45491,1946038111,17617173.45,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp17.120.760","Monthly","Rp17.120.760","Engineering","Individual","Sumatra, Jakarta","D3",9,0,44757,44757,45470,1946038111,18711239.47,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp17.120.760","Monthly","Rp17.120.760","Engineering","Individual","Sumatra, Jakarta","D4",2,0,44757,44757,45470,1946038111,18711239.47,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp17.120.760","Monthly","Rp17.120.760","Engineering","Individual","Sumatra, Jakarta","S1",2,0,44757,44757,45429,1946038111,18711239.47,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp22.217.829","Monthly","Rp22.217.829","Engineering","Individual","Sumatra, Jakarta","D3",12,0,44757,44757,45444,1946038111,24281814.53,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp22.217.829","Monthly","Rp22.217.829","Engineering","Individual","Sumatra, Jakarta","D4",4,0,44757,44757,45444,1946038111,24281814.53,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp22.217.829","Monthly","Rp22.217.829","Engineering","Individual","Sumatra, Jakarta","S1",4,0,44757,44757,46021,1946038111,24281814.53,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp23.745.195","Monthly","Rp23.745.195","Non-Engineering","Individual","Sumatra, Jakarta","SMA",13,0,44757,44757,46021,1946038111,25951069.34,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp23.745.195","Monthly","Rp23.745.195","Non-Engineering","Individual","Sumatra, Jakarta","D3",5,0,44757,44757,37256,1946038111,25951069.34,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp23.745.195","Monthly","Rp23.745.195","Non-Engineering","Individual","Sumatra, Jakarta","D4",2,0,44757,44757,37256,1946038111,25951069.34,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp23.745.195","Monthly","Rp23.745.195","Non-Engineering","Individual","Sumatra, Jakarta","S1",2,0,44757,44757,37256,1946038111,25951069.34,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp39.201.643","Monthly","Rp39.201.643","Non-Engineering","Individual","Sumatra, Jakarta","SMA",16,0,44757,44757,37256,1946038111,42843386.03,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp39.201.643","Monthly","Rp39.201.643","Non-Engineering","Individual","Sumatra, Jakarta","D3",8,0,44757,44757,45491,1946038111,42843386.03,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp39.201.643","Monthly","Rp39.201.643","Non-Engineering","Individual","Sumatra, Jakarta","D4",5,0,44757,44757,45491,1946038111,42843386.03,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp39.201.643","Monthly","Rp39.201.643","Non-Engineering","Individual","Sumatra, Jakarta","S1",5,0,44757,44757,45470,1946038111,42843386.03,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp51.884.312","Monthly","Rp51.884.312","Non-Engineering","Individual","Sumatra, Jakarta","SMA",16,0,44757,44757,45513,1946038111,56704245.99,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp51.884.312","Monthly","Rp51.884.312","Non-Engineering","Individual","Sumatra, Jakarta","D3",8,0,44757,44757,45513,1946038111,56704245.99,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp51.884.312","Monthly","Rp51.884.312","Non-Engineering","Individual","Sumatra, Jakarta","D4",5,0,44757,44757,45623,1946038111,56704245.99,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp51.884.312","Monthly","Rp51.884.312","Non-Engineering","Individual","Sumatra, Jakarta","S1",5,0,44757,44757,45754,1946038111,56704245.99,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp45.030.943","Monthly","Rp45.030.943","Non-Engineering","Individual","Sumatra, Jakarta","D4",5,0,44757,44757,45445,1946038111,49214214.67,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp45.030.943","Monthly","Rp45.030.943","Non-Engineering","Individual","Sumatra, Jakarta","S1",5,0,44757,44757,45445,1946038111,49214214.67,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp61.955.154","Monthly","Rp61.955.154","Non-Engineering","Individual","Sumatra, Jakarta","D4",8,0,44757,44757,45506,1946038111,67710646.19,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"Non-Remote","Rp61.955.154","Monthly","Rp61.955.154","Non-Engineering","Individual","Sumatra, Jakarta","S1",8,0,44757,44757,45506,1946038111,67710646.19,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp71.600.844","Monthly","Rp71.600.844","Non-Engineering","Individual","Sumatra, Jakarta","D4",11,0,44757,44757,45505,1946038111,78252398.74,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
